"x_aim","y_aim","ev","mod_pen","sep","std"
-100,-100,0,-3,44,7.69792802146786
-99,-100,0,-3,44,7.69792802146786
-98,-100,0,-3,44,7.69792802146786
-97,-100,0,-3,44,7.69792802146786
-96,-100,0,-3,44,7.69792802146786
-95,-100,0,-3,44,7.69792802146786
-94,-100,0,-3,44,7.69792802146786
-93,-100,0,-3,44,7.69792802146786
-92,-100,0,-3,44,7.69792802146786
-91,-100,0,-3,44,7.69792802146786
-90,-100,0,-3,44,7.69792802146786
-89,-100,0,-3,44,7.69792802146786
-88,-100,0,-3,44,7.69792802146786
-87,-100,0,-3,44,7.69792802146786
-86,-100,0,-3,44,7.69792802146786
-85,-100,0,-3,44,7.69792802146786
-84,-100,0,-3,44,7.69792802146786
-83,-100,0,-3,44,7.69792802146786
-82,-100,0,-3,44,7.69792802146786
-81,-100,0,-3,44,7.69792802146786
-80,-100,0,-3,44,7.69792802146786
-79,-100,0,-3,44,7.69792802146786
-78,-100,0,-3,44,7.69792802146786
-77,-100,0,-3,44,7.69792802146786
-76,-100,0,-3,44,7.69792802146786
-75,-100,0,-3,44,7.69792802146786
-74,-100,0,-3,44,7.69792802146786
-73,-100,0,-3,44,7.69792802146786
-72,-100,0,-3,44,7.69792802146786
-71,-100,0,-3,44,7.69792802146786
-70,-100,0,-3,44,7.69792802146786
-69,-100,0,-3,44,7.69792802146786
-68,-100,0,-3,44,7.69792802146786
-67,-100,0,-3,44,7.69792802146786
-66,-100,0,-3,44,7.69792802146786
-65,-100,0,-3,44,7.69792802146786
-64,-100,0,-3,44,7.69792802146786
-63,-100,0,-3,44,7.69792802146786
-62,-100,0,-3,44,7.69792802146786
-61,-100,0,-3,44,7.69792802146786
-60,-100,0,-3,44,7.69792802146786
-59,-100,0,-3,44,7.69792802146786
-58,-100,0,-3,44,7.69792802146786
-57,-100,0,-3,44,7.69792802146786
-56,-100,0,-3,44,7.69792802146786
-55,-100,0,-3,44,7.69792802146786
-54,-100,0,-3,44,7.69792802146786
-53,-100,0,-3,44,7.69792802146786
-52,-100,0,-3,44,7.69792802146786
-51,-100,0,-3,44,7.69792802146786
-50,-100,0,-3,44,7.69792802146786
-49,-100,0,-3,44,7.69792802146786
-48,-100,0,-3,44,7.69792802146786
-47,-100,0,-3,44,7.69792802146786
-46,-100,0,-3,44,7.69792802146786
-45,-100,0,-3,44,7.69792802146786
-44,-100,0,-3,44,7.69792802146786
-43,-100,0,-3,44,7.69792802146786
-42,-100,0,-3,44,7.69792802146786
-41,-100,0,-3,44,7.69792802146786
-40,-100,0,-3,44,7.69792802146786
-39,-100,0,-3,44,7.69792802146786
-38,-100,0,-3,44,7.69792802146786
-37,-100,0,-3,44,7.69792802146786
-36,-100,0,-3,44,7.69792802146786
-35,-100,0,-3,44,7.69792802146786
